shot,match,tournament,round,date,attacker_team,gk_team,attacker,goalkeeper,goal,missed,saved,shot_order,take_first,FT_goals,neutral_stadium,attacker_home,game_data,additional
1055,110,CL,last16,11-Mar-2009,Arsenal,AS Roma,Bacary Sagna,Doni,1,0,0,7,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1056,110,CL,last16,11-Mar-2009,Arsenal,AS Roma,Abou Diaby,Doni,1,0,0,8,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1057,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,David Pizarro,Manuel Almunia,1,0,0,1,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1058,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,Mirko Vucinic,Manuel Almunia,0,0,1,2,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1059,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,Julio Baptista,Manuel Almunia,1,0,0,3,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1060,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,Vincenzo Montella,Manuel Almunia,1,0,0,4,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1061,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,Francesco Totti,Manuel Almunia,1,0,0,5,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1062,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,Alberto Aquilani,Manuel Almunia,1,0,0,6,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1063,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,John Arne Riise,Manuel Almunia,1,0,0,7,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1064,110,CL,last16,11-Mar-2009,AS Roma,Arsenal,Max Tonetto,Manuel Almunia,0,1,0,8,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/933248,
1065,111,CL,last16,7-Mar-2012,Olympique Lyon,APOEL Nicosia,Kim Kallstrom,Dionysis Chiotis,1,0,0,1,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1066,111,CL,last16,7-Mar-2012,Olympique Lyon,APOEL Nicosia,Lisandro Lopez,Dionysis Chiotis,1,0,0,2,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1067,111,CL,last16,7-Mar-2012,Olympique Lyon,APOEL Nicosia,Bafetimbi Gomis,Dionysis Chiotis,1,0,0,3,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1068,111,CL,last16,7-Mar-2012,Olympique Lyon,APOEL Nicosia,Alexandre Lacazette,Dionysis Chiotis,0,0,1,4,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1069,111,CL,last16,7-Mar-2012,Olympique Lyon,APOEL Nicosia,Michel Bastos,Dionysis Chiotis,0,0,1,5,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1070,111,CL,last16,7-Mar-2012,APOEL Nicosia,Olympique Lyon,Ailton,Hugo Lloris,1,0,0,1,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1071,111,CL,last16,7-Mar-2012,APOEL Nicosia,Olympique Lyon,Nuno Morais,Hugo Lloris,1,0,0,2,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1072,111,CL,last16,7-Mar-2012,APOEL Nicosia,Olympique Lyon,Nektarios Alexandrou,Hugo Lloris,1,0,0,3,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1073,111,CL,last16,7-Mar-2012,APOEL Nicosia,Olympique Lyon,Ivan Trickovski,Hugo Lloris,1,0,0,4,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/1174217,
1074,112,CL,semi,25-Apr-2012,Bayern Munich,Real Madrid,David Alaba,Iker Casillas,1,0,0,1,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1075,112,CL,semi,25-Apr-2012,Bayern Munich,Real Madrid,Mario Gomez,Iker Casillas,1,0,0,2,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1076,112,CL,semi,25-Apr-2012,Bayern Munich,Real Madrid,Toni Kroos,Iker Casillas,0,0,1,3,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1077,112,CL,semi,25-Apr-2012,Bayern Munich,Real Madrid,Philipp Lahm,Iker Casillas,0,0,1,4,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1078,112,CL,semi,25-Apr-2012,Bayern Munich,Real Madrid,Bastian Schweinsteiger,Iker Casillas,1,0,0,5,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1079,112,CL,semi,25-Apr-2012,Real Madrid,Bayern Munich,Cristiano Ronaldo,Manuel Neuer,0,0,1,1,0,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1080,112,CL,semi,25-Apr-2012,Real Madrid,Bayern Munich,Kaka,Manuel Neuer,0,0,1,2,0,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1081,112,CL,semi,25-Apr-2012,Real Madrid,Bayern Munich,Xabi Alonso,Manuel Neuer,1,0,0,3,0,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1082,112,CL,semi,25-Apr-2012,Real Madrid,Bayern Munich,Sergio Ramos,Manuel Neuer,0,1,0,4,0,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2194740,
1083,113,CL,final,19-May-2012,Bayern Munich,Chelsea,Philipp Lahm,Petr Cech,1,0,0,1,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1084,113,CL,final,19-May-2012,Bayern Munich,Chelsea,Mario Gomez,Petr Cech,1,0,0,2,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1085,113,CL,final,19-May-2012,Bayern Munich,Chelsea,Manuel Neuer,Petr Cech,1,0,0,3,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1086,113,CL,final,19-May-2012,Bayern Munich,Chelsea,Ivica Olic,Petr Cech,0,0,1,4,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1087,113,CL,final,19-May-2012,Bayern Munich,Chelsea,Bastian Schweinsteiger,Petr Cech,0,0,1,5,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1088,113,CL,final,19-May-2012,Chelsea,Bayern Munich,Juan Mata,Manuel Neuer,0,0,1,1,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1089,113,CL,final,19-May-2012,Chelsea,Bayern Munich,David Luiz,Manuel Neuer,1,0,0,2,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1090,113,CL,final,19-May-2012,Chelsea,Bayern Munich,Frank Lampard,Manuel Neuer,1,0,0,3,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1091,113,CL,final,19-May-2012,Chelsea,Bayern Munich,Ashley Cole,Manuel Neuer,1,0,0,4,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1092,113,CL,final,19-May-2012,Chelsea,Bayern Munich,Didier Drogba,Manuel Neuer,1,0,0,5,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2208062,
1093,114,CL,last16,17-Mar-2015,Atletico Madrid,Bayer Leverkusen,Raul Garcia,Bernd Leno,0,1,0,1,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1094,114,CL,last16,17-Mar-2015,Atletico Madrid,Bayer Leverkusen,Antoine Griezmann,Bernd Leno,1,0,0,2,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1095,114,CL,last16,17-Mar-2015,Atletico Madrid,Bayer Leverkusen,Mario Suarez,Bernd Leno,1,0,0,3,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1096,114,CL,last16,17-Mar-2015,Atletico Madrid,Bayer Leverkusen,Koke,Bernd Leno,0,0,1,4,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1097,114,CL,last16,17-Mar-2015,Atletico Madrid,Bayer Leverkusen,Fernando Torres,Bernd Leno,1,0,0,5,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1098,114,CL,last16,17-Mar-2015,Bayer Leverkusen,Atletico Madrid,Hakan Calhanoglu,Jan Oblak,0,0,1,1,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1099,114,CL,last16,17-Mar-2015,Bayer Leverkusen,Atletico Madrid,Simon Rolfes,Jan Oblak,1,0,0,2,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1100,114,CL,last16,17-Mar-2015,Bayer Leverkusen,Atletico Madrid,Omer Toprak,Jan Oblak,0,1,0,3,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1101,114,CL,last16,17-Mar-2015,Bayer Leverkusen,Atletico Madrid,Gonzalo Castro,Jan Oblak,1,0,0,4,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1102,114,CL,last16,17-Mar-2015,Bayer Leverkusen,Atletico Madrid,Stefan Kiesling,Jan Oblak,0,1,0,5,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2517522,
1103,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Marco van Ginkel,Jan Oblak,1,0,0,1,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1104,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Andres Guardado,Jan Oblak,1,0,0,2,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1105,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Davy Propper,Jan Oblak,1,0,0,3,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1106,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Jeffrey Bruma,Jan Oblak,1,0,0,4,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1107,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Hector Moreno,Jan Oblak,1,0,0,5,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1108,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Maxime Lestienne,Jan Oblak,1,0,0,6,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1109,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Santiago Arias,Jan Oblak,1,0,0,7,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1110,115,CL,last16,15-Mar-2016,PSV Eindhoven,Atletico Madrid,Luciano Narsingh,Jan Oblak,0,1,0,8,1,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1111,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Antoine Griezmann,Jeroen Zoet,1,0,0,1,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1112,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Gabi,Jeroen Zoet,1,0,0,2,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1113,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Koke,Jeroen Zoet,1,0,0,3,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1114,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Saul Niguez,Jeroen Zoet,1,0,0,4,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1115,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Fernando Torres,Jeroen Zoet,1,0,0,5,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1116,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Jose Maria Jimenez,Jeroen Zoet,1,0,0,6,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1117,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Filipe Luis,Jeroen Zoet,1,0,0,7,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1118,115,CL,last16,15-Mar-2016,Atletico Madrid,PSV Eindhoven,Juanfran Torres,Jeroen Zoet,1,0,0,8,0,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2645819,
1119,116,CL,final,28-May-2016,Real Madrid,Atletico Madrid,Lucas Vazquez,Jan Oblak,1,0,0,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1120,116,CL,final,28-May-2016,Real Madrid,Atletico Madrid,Marcelo,Jan Oblak,1,0,0,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1121,116,CL,final,28-May-2016,Real Madrid,Atletico Madrid,Gareth Bale,Jan Oblak,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1122,116,CL,final,28-May-2016,Real Madrid,Atletico Madrid,Sergio Ramos,Jan Oblak,1,0,0,4,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1123,116,CL,final,28-May-2016,Real Madrid,Atletico Madrid,Cristiano Ronaldo,Jan Oblak,1,0,0,5,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1124,116,CL,final,28-May-2016,Atletico Madrid,Real Madrid,Antoine Griezmann,Keylor Navas,1,0,0,1,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1125,116,CL,final,28-May-2016,Atletico Madrid,Real Madrid,Gabi,Keylor Navas,1,0,0,2,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1126,116,CL,final,28-May-2016,Atletico Madrid,Real Madrid,Saul Niguez,Keylor Navas,1,0,0,3,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1127,116,CL,final,28-May-2016,Atletico Madrid,Real Madrid,Juanfran Torres,Keylor Navas,0,1,0,4,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2690027,
1128,117,AC,semi,19-Mar-1980,Algeria,Egypt,Lakhdar Belloumi,Ekramy,1,0,0,1,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1129,117,AC,semi,19-Mar-1980,Algeria,Egypt,Ali Fergani,Ekramy,1,0,0,2,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1130,117,AC,semi,19-Mar-1980,Algeria,Egypt,Mohamed Khedis,Ekramy,1,0,0,3,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1131,117,AC,semi,19-Mar-1980,Algeria,Egypt,Salah Larbes,Ekramy,1,0,0,4,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1132,117,AC,semi,19-Mar-1980,Egypt,Algeria,Hassan Shehata,Mehdi Cerbah,1,0,0,1,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1133,117,AC,semi,19-Mar-1980,Egypt,Algeria,Mokhtar Mokhtar,Mehdi Cerbah,1,0,0,2,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1134,117,AC,semi,19-Mar-1980,Egypt,Algeria,Mahmoud El-Khatib,Mehdi Cerbah,0,1,0,3,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1135,117,AC,semi,19-Mar-1980,Egypt,Algeria,Mohamed Amer,Mehdi Cerbah,0,1,0,4,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3576819,
1136,118,AC,final,19-Mar-1982,Ghana,Libya,Sampson Lamptey,Ramzy Al-Kouafi,1,0,0,1,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1137,118,AC,final,19-Mar-1982,Ghana,Libya,George Alhassan,Ramzy Al-Kouafi,1,0,0,2,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1138,118,AC,final,19-Mar-1982,Ghana,Libya,Isaac Paha,Ramzy Al-Kouafi,1,0,0,3,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1139,118,AC,final,19-Mar-1982,Ghana,Libya,Albert Asaase,Ramzy Al-Kouafi,1,0,0,4,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1140,118,AC,final,19-Mar-1982,Ghana,Libya,Kofi Abbrey,Ramzy Al-Kouafi,1,0,0,5,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1141,118,AC,final,19-Mar-1982,Ghana,Libya,Michael Owusu Mensah,Ramzy Al-Kouafi,0,1,0,6,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1142,118,AC,final,19-Mar-1982,Ghana,Libya,Emmanuel Quarshie,Ramzy Al-Kouafi,1,0,0,7,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1143,118,AC,final,19-Mar-1982,Ghana,Libya,Opoku Afriyie,Ramzy Al-Kouafi,1,0,0,8,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1144,118,AC,final,19-Mar-1982,Libya,Ghana,Ali Musa Al-Beshari,Michael Owusu Mensah,1,0,0,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1145,118,AC,final,19-Mar-1982,Libya,Ghana,Saleh Sola,Michael Owusu Mensah,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1146,118,AC,final,19-Mar-1982,Libya,Ghana,Sassi Al-Ajeli Al-Fezzani,Michael Owusu Mensah,1,0,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1147,118,AC,final,19-Mar-1982,Libya,Ghana,Abubaker Ben Suleiman,Michael Owusu Mensah,1,0,0,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1148,118,AC,final,19-Mar-1982,Libya,Ghana,Abdel Razak Al-Farjani,Michael Owusu Mensah,1,0,0,5,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1149,118,AC,final,19-Mar-1982,Libya,Ghana,Abdel Moneim Ghonaim,Michael Owusu Mensah,0,1,0,6,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1150,118,AC,final,19-Mar-1982,Libya,Ghana,Abdel Razak Jaranah,Michael Owusu Mensah,1,0,0,7,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1151,118,AC,final,19-Mar-1982,Libya,Ghana,Abdallah Zeiyu,Michael Owusu Mensah,0,1,0,8,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3575977,
1152,119,AC,semi,14-Mar-1984,Algeria,Cameroon,Lakhdar Belloumi,Joseph-Antoine Bell,1,0,0,1,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1153,119,AC,semi,14-Mar-1984,Algeria,Cameroon,Hocine Yahi,Joseph-Antoine Bell,1,0,0,2,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1154,119,AC,semi,14-Mar-1984,Algeria,Cameroon,Mohamed Kaci-Said,Joseph-Antoine Bell,1,0,0,3,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1155,119,AC,semi,14-Mar-1984,Algeria,Cameroon,Mahmoud Guendouz,Joseph-Antoine Bell,0,1,0,4,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1156,119,AC,semi,14-Mar-1984,Algeria,Cameroon,Rabah Madjer,Joseph-Antoine Bell,1,0,0,5,1,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1157,119,AC,semi,14-Mar-1984,Cameroon,Algeria,Emmanuel Kunde,Mehdi Cerbah,1,0,0,1,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1158,119,AC,semi,14-Mar-1984,Cameroon,Algeria,Ernest-Lottin Ebongue,Mehdi Cerbah,1,0,0,2,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1159,119,AC,semi,14-Mar-1984,Cameroon,Algeria,Ibrahim Aoudou,Mehdi Cerbah,1,0,0,3,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1160,119,AC,semi,14-Mar-1984,Cameroon,Algeria,Joseph-Antoine Bell,Mehdi Cerbah,1,0,0,4,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1161,119,AC,semi,14-Mar-1984,Cameroon,Algeria,Francois Ndoumbe Lea,Mehdi Cerbah,1,0,0,5,0,0,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540952,
1162,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Paul Kingsley,Thabet El-Batal,1,0,0,1,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1163,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Humphrey Ebodor,Thabet El-Batal,1,0,0,2,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1164,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Yisa Sofoluwe,Thabet El-Batal,1,0,0,3,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1165,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Bala Ali,Thabet El-Batal,1,0,0,4,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1166,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Stephen Keshi,Thabet El-Batal,1,0,0,5,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1167,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Rasheed Yekini,Thabet El-Batal,1,0,0,6,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1168,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Clement Temile,Thabet El-Batal,1,0,0,7,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1169,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Ademola Adeshina,Thabet El-Batal,0,0,1,8,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1170,120,AC,semi,14-Mar-1984,Nigeria,Egypt,Muda Lawal,Thabet El-Batal,1,0,0,9,1,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1171,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Magdy Abdelghany,Peter Rufai,1,0,0,1,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1172,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Ali Shehata,Peter Rufai,1,0,0,2,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1173,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Shawky Gharib,Peter Rufai,1,0,0,3,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1174,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Mahmoud El-Khatib,Peter Rufai,1,0,0,4,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1175,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Taher Abouzaid,Peter Rufai,1,0,0,5,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1176,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Zakaria Nasef,Peter Rufai,1,0,0,6,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1177,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Rabie Yassin,Peter Rufai,1,0,0,7,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1178,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Mahmoud Hassan,Peter Rufai,0,0,1,8,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1179,120,AC,semi,14-Mar-1984,Egypt,Nigeria,Ibrahim Youssef,Peter Rufai,0,0,1,9,0,2,1,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3540951,
1180,121,AC,final,20-Mar-1986,Egypt,Cameroon,Tarek Yehia,Thomas N'Kono,1,0,0,1,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3533830,
1181,121,AC,final,20-Mar-1986,Egypt,Cameroon,Magdy Abdelghany,Thomas N'Kono,1,0,0,2,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3533830,
1182,121,AC,final,20-Mar-1986,Egypt,Cameroon,Mostafa Abdo,Thomas N'Kono,0,0,1,3,1,0,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3533830,
